RespId,weight,age,Education,race,gender,income_cat,voter_category,Union Voting,Community Meetings,Stay Informed,Community Emblem,Community Events,Know Pledge & Rules,Support Worker Rights,Respect Dissent,Belief in God,Protest Injustice
474422,1.1621,41,College,White,Female,$125k or more,always,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not at all important,Somewhat important
474424,0.3478,60,College,Hispanic,Male,$40-75k,sporadic,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Somewhat important,Somewhat important,Not at all important,Not so important
474427,1.2784,48,High school or less,White,Female,$75-125k,sporadic,Somewhat important,Very important,Somewhat important,Not so important,Somewhat important,Not so important,Very important,Very important,Very important,Not so important
474428,0.4689,55,College,Black,Male,$125k or more,sporadic,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Very important,Very important,Very important,Very important
474431,1.2818,54,College,White,Female,$125k or more,always,Very important,Very important,Very important,Not so important,Very important,Not so important,Somewhat important,Very important,Not at all important,Very important
474433,0.9577,25,Some college,White,Male,Less than $40k,always,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important
474434,1.4351,31,College,White,Female,$125k or more,sporadic,Somewhat important,Somewhat important,Somewhat important,Not so important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important
474435,1.2138,38,College,White,Female,$125k or more,sporadic,Somewhat important,Not so important,Somewhat important,Not so important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important
474436,1.3041,55,College,White,Female,$125k or more,sporadic,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Not at all important,Very important
474437,0.6514,67,High school or less,Hispanic,Male,$40-75k,sporadic,Very important,Not so important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Not at all important,Very important
474438,0.9991,56,High school or less,Hispanic,Female,$75-125k,sporadic,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important
474439,1.1037,56,High school or less,White,Male,Less than $40k,rarely/never,Not at all important,Not at all important,Not at all important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important
474443,1.1027,56,High school or less,White,Male,$40-75k,rarely/never,Somewhat important,Not so important,Not so important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Not so important
474444,1.644,44,High school or less,Hispanic,Female,$75-125k,sporadic,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important
474446,1.2225,40,College,White,Female,$75-125k,always,Very important,Somewhat important,Somewhat important,Not so important,Somewhat important,Not so important,Very important,Very important,Not at all important,Not so important
474447,1.0767,51,College,White,Male,$125k or more,always,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important
474449,0.8802,23,Some college,White,Male,$40-75k,rarely/never,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important
474450,1.0267,63,College,White,Female,$125k or more,always,Very important,Very important,Somewhat important,Not at all important,Very important,Somewhat important,Somewhat important,Very important,Not at all important,Not so important
474454,0.9186,77,High school or less,White,Female,Less than $40k,sporadic,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important
474455,1.2456,70,High school or less,Other/Mixed,Female,$40-75k,sporadic,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Not so important,Not so important
474457,2.0005,30,High school or less,White,Female,Less than $40k,rarely/never,Not so important,Not so important,Somewhat important,Very important,Not at all important,Very important,Very important,Somewhat important,Somewhat important,Not so important
474458,1.2239,47,High school or less,White,Female,$75-125k,sporadic,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Not so important,Very important,Somewhat important
474460,0.8699,66,Some college,White,Female,$40-75k,sporadic,Very important,Very important,Very important,Very important,Very important,,Very important,Very important,Somewhat important,Somewhat important
474461,1.0583,45,College,White,Male,$125k or more,sporadic,Very important,Very important,Very important,Not so important,Very important,Not so important,Somewhat important,Very important,Not so important,Very important
